id,title_romaji,title_english,status,format,chapters,volumes,tags_id,tags_name,characters_nodes_name_first,characters_nodes_name_last,characters_nodes_gender
30016,Love Hina,Love Hina,FINISHED,MANGA,123,14,"[164, 23, 105, 82, 56, 404, 109, 153, 86, 100, 291, 102]","['Tsundere', 'Female Harem', 'Ensemble Cast', 'Male Protagonist', 'Shounen', 'College', 'Primarily Adult Cast', 'Time Skip', 'Primarily Female Cast', 'Nudity', 'Samurai', 'Coming of Age']","['Motoko', 'Mitsune', 'Shinobu', 'Naru', 'Kaolla', 'Keitarou', 'Mecha-Tama', 'Kuro', 'Tsuruko', 'Masayuki', 'Ema', 'Sarah', 'Mrs.', 'Nyamo', 'Mei', 'Seta', 'Tamago', 'Natsumi', 'Mutsumi', 'Kimiaki', 'Hinata', 'Kanako', 'Haruka']","['Aoyama', 'Konno', 'Maehara', 'Narusegawa', 'Su', 'Urashima', None, None, 'Aoyama', 'Haitani', 'Maeda', 'McDougal', 'McDougal', 'Naamo', 'Narusegawa', 'Noriyasu', 'Onsen', 'Otohime', 'Otohime', 'Shirai', 'Urashima', 'Urashima', 'Urashima']","['Female', 'Female', 'Female', 'Female', 'Female', 'Male', None, None, 'Female', 'Male', 'Female', 'Female', None, 'Female', None, 'Male', None, 'Female', 'Female', 'Male', 'Female', 'Female', 'Female']"
30017,Kareshi Kanojo no Jijou,Kare Kano: His and Her Circumstances,FINISHED,MANGA,108,21,"[102, 46, 105, 98, 53, 82, 1045, 138, 85, 1228, 155, 163, 153, 548, 240, 110, 335, 931, 595, 164]","['Coming of Age', 'School', 'Ensemble Cast', 'Female Protagonist', 'Shoujo', 'Male Protagonist', 'Heterosexual', 'Age Gap', 'Tragedy', 'Primarily Teen Cast', 'Rape', 'Yandere', 'Time Skip', 'Acting', 'Amnesia', 'Band', 'Tanned Skin', 'Tomboy', 'Urban', 'Tsundere']","['Soichiro', 'Yukino', 'Pero Pero', 'Reiji', 'Hideaki', 'Kazuma', 'Yumi', 'Maho', 'Tsukino', 'Hiroyuki', 'Kano', 'Miyako', 'Tsubaki', 'Aya', 'Rika', 'Toshiharu', 'Tsubasa', 'Yusuke', 'Takefumi']","['Arima', 'Miyazawa', None, 'Arima', 'Asaba', 'Ikeda', 'Ikeda', 'Izawa', 'Miyazawa', 'Miyazawa', 'Miyazawa', 'Miyazawa', 'Sakura', 'Sawada', 'Sena', 'Shibahime', 'Shibahime', 'Takashi', 'Tonami']","['Male', 'Female', None, 'Male', 'Male', 'Male', 'Female', 'Female', 'Female', 'Male', 'Female', 'Female', 'Female', 'Female', 'Female', 'Male', 'Female', 'Male', 'Male']"
30018,Kodomo no Omocha,Kodocha: Sana's Stage,FINISHED,MANGA,54,10,"[446, 53, 102, 98, 46, 548, 85, 139, 1052, 1046, 1045, 87, 83, 1382, 164]","['Primarily Child Cast', 'Shoujo', 'Coming of Age', 'Female Protagonist', 'School', 'Acting', 'Tragedy', 'Love Triangle', 'Adoption', 'Suicide', 'Heterosexual', 'Family Life', 'Slapstick', 'Orphan', 'Tsundere']","['Akito', 'Misako', 'Sana', 'Fuuka', 'Tsuyoshi', 'Naru Naru', 'Mr. Onda', 'Sumirei', 'Shinichi', 'Fuyuki', 'Koharu', 'Natsumi', 'Hisae', 'Naozumi', 'Asako', 'Aono', 'Rei', 'Mariko', 'Keiko', 'Mako', 'Mami', 'Yuta', 'Mayu']","['Hayama', 'Kurata', 'Kurata', 'Matsui', 'Ooki', None, None, 'Ando', 'Gomi', 'Hayama', 'Hayama', 'Hayama', 'Kumagai', 'Kamura', 'Kurumi', 'Ohki', 'Sagami', 'Sakai', 'Sakai', 'Sonoda', 'Suzuki', 'Takaishi', 'Tomita']","['Male', 'Female', 'Female', 'Female', 'Male', None, None, None, None, None, None, None, None, None, 'Female', None, 'Male', None, None, None, None, None, None]"
30019,GetBackers,Get Backers: Dakkanya,FINISHED,MANGA,344,39,"[56, 82, 321, 66, 29, 466, 105]","['Shounen', 'Male Protagonist', 'Urban Fantasy', 'Super Power', 'Magic', 'Lost Civilization', 'Ensemble Cast']","['Ginji', 'Kazuki', 'Shido', 'Himiko', 'Ban', 'Hevn', 'Clayman', 'MakubeX', 'Kuroudo', 'Haruki', 'Takuma', 'Maguruma', 'Kyoji', 'Jubei', 'Sakura', 'Masaki', 'Yukihiko', 'Natsuhiko', 'Natsumi', 'Amon', 'Madoka', 'Gensui', 'Rena', 'Takeru', 'Kaoru']","['Amano', 'Fuuchoin', 'Fuyuki', 'Kudou', 'Mido', None, None, None, 'Akabane', 'Emishi', 'Fudou', 'Gouzou', 'Kagami', 'Kakei', 'Kakei', 'Kurusu', 'Miroku', 'Miroku', 'Mizuki', 'Natsuki', 'Otowa', 'Radou', 'Sendo', 'Teshimine', 'Ujiie']","['Male', 'Male', 'Male', 'Female', 'Male', 'Female', None, None, None, None, None, None, None, None, None, None, None, None, 'Female', None, None, None, None, 'Male', None]"
30020,Hikaru no Go,Hikaru no Go,FINISHED,MANGA,197,23,"[443, 102, 82, 220, 56, 85]","['Go', 'Coming of Age', 'Male Protagonist', 'Ghost', 'Shounen', 'Tragedy']","['Fujiwara no Sai', 'Hikaru', 'Akira', 'Tae-seon', 'Akari', 'Yuuta', 'Suyong', 'Shinichirou', 'Tetsuo', 'Yeong-ha', 'Atsushi', 'Honinbou', 'Yuuki', 'Shigeo', 'Asumi', 'Kousuke', 'Seiji', 'Kouyou', 'Toshirou', 'Kimihiro', 'Yoshitaka', 'Hai', 'Kiyoharu']","['', 'Shindou', 'Touya', 'Ahn', 'Fujisaki', 'Fukui', 'Hong', 'Isumi', 'Kaga', 'Ko', 'Kurata', 'Kuwabara', 'Mitani', 'Morishita', 'Nase', 'Ochi', 'Ogata', 'Touya', 'Tsubaki', 'Tsutsui', 'Waya', 'Yang', 'Yashiro']","['Male', 'Male', 'Male', None, 'Female', 'Male', None, 'Male', 'Male', None, 'Male', None, 'Male', 'Male', 'Female', 'Male', 'Male', 'Male', None, 'Male', 'Male', None, None]"
30021,DEATH NOTE,Death Note,FINISHED,MANGA,108,12,"[694, 85, 104, 40, 321, 648, 82, 391, 253, 310, 88, 153, 56, 240, 103, 15, 365, 198]","['Detective', 'Tragedy', 'Anti-Hero', 'Police', 'Urban Fantasy', 'Crime', 'Male Protagonist', 'Philosophy', 'Gods', 'Espionage', 'Primarily Male Cast', 'Time Skip', 'Shounen', 'Amnesia', 'Politics', 'Demons', 'Memory Manipulation', 'Foreign']","['Ryuk', 'Misa', 'Mihael', 'L', 'Nate', 'Light', 'Rem', 'Nori', 'Yamamoto', 'Shidoh', 'Jealous', 'Yuri', 'Guuk', 'Eriko', 'Shuuichi', 'Yumi', 'Halle', 'Anthony', 'Larry', 'George', 'Carl', 'Hitoshi', 'Dwhite', 'Arayoshi', 'Kyosuke']","['', 'Amane', 'Keehl', 'Lawliet', 'River', 'Yagami', None, None, None, None, None, None, None, 'Aizawa', 'Aizawa', 'Aizawa', 'Bullook', 'Carter', 'Conners', 'Cyrus', 'Darlingbin', 'Demegawa', 'Gordon', 'Hatori', 'Higuchi']","['Male', 'Female', 'Male', 'Male', 'Male', 'Male', 'Female', 'Female', 'Male', 'Male', 'Male', 'Female', 'Male', 'Female', 'Male', 'Female', 'Female', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male']"
30022,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin,FINISHED,MANGA,259,28,"[43, 56, 291, 25, 82, 30, 255, 322, 34, 94, 139, 326, 321]","['Swordplay', 'Shounen', 'Samurai', 'Historical', 'Male Protagonist', 'Martial Arts', 'Ninja', 'Assassins', 'Military', 'Gore', 'Love Triangle', 'Cultivation', 'Urban Fantasy']","['Kenshin', 'Kaoru', 'Yahiko', 'Sanosuke', 'Tatsumi', 'Seiryuu', 'Suzaku', 'Shirojo', 'Saizuchi', 'Byakko', 'Fuji', 'Kurojo', 'Tsubaki', 'Nishiwaki', 'Toshiyoshi', 'Genbu', 'Iwanbou', 'Ochika', 'Omasu', 'Hannya', 'Senkaku', 'Gein', 'Arundo', 'Azusa', 'Iori']","['Himura', 'Kamiya', 'Myojin', 'Sagara', None, None, None, None, None, None, None, None, None, None, 'Kawaji', None, None, None, None, None, None, None, 'Akamatsu', 'Arai', 'Arai']","['Male', 'Female', None, None, None, None, None, None, None, None, None, None, None, 'Male', 'Male', None, None, None, None, 'Male', None, None, 'Male', None, None]"
30023,Ranma 1/2,Ranma ½,FINISHED,MANGA,407,38,"[77, 139, 99, 105, 1361, 1456, 30, 193, 56, 46, 931, 772, 137, 100]","['Gender Bending', 'Love Triangle', 'Henshin', 'Ensemble Cast', 'Mixed Gender Harem', 'Femboy', 'Martial Arts', 'Episodic', 'Shounen', 'School', 'Tomboy', 'Shapeshifting', 'Large Breasts', 'Nudity']","['Ranma', 'Akane', 'Daisuke', 'Katsunishiki', 'Baa-san', 'Shampoo', 'Yotarou', 'King', 'Orochi', 'Happousai', ""Shinnosuke's Grandfather"", 'Shinnosuke', 'Akane no Hahaoya', 'Harumaki no Mayo', 'Konatsu', 'Maomolin', 'Sayuri', 'Mousse', 'Gyoko', 'Herb', 'Yuka', 'Pansuto Tarou', 'Madame Saint Paul', 'Hiroshi', 'Cologne']","['Saotome', 'Tendou', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, '', None, None, None]","['Male', 'Female', None, None, 'Female', 'Female', 'Male', 'Male', None, 'Male', None, None, 'Female', 'Male', None, None, None, None, None, None, None, 'Male', None, None, None]"
30024,D.Gray-man,D.Gray-man,RELEASING,MANGA,,,"[15, 85, 82, 66, 198, 240, 1277, 536, 56, 476, 1091, 88, 95, 1052, 93, 586, 25]","['Demons', 'Tragedy', 'Male Protagonist', 'Super Power', 'Foreign', 'Amnesia', 'Found Family', 'Dissociative Identities', 'Shounen', 'Circus', 'Religion', 'Primarily Male Cast', 'Steampunk', 'Adoption', 'Post-Apocalyptic', 'Cult', 'Historical']","['Lavi', 'Yu', 'Lenalee', 'Allen', 'Jerry', 'Jasdero', 'Mercym', 'Debitto', 'Lulu Bell', 'Mightra', 'Jean', 'Millenium Earl', 'Rikei', 'Lero', 'Hevlaska', 'Sachiko', 'Lala', 'Toma', 'Fou', 'Timcanpy', 'Madarao', 'Shifu', 'Leo', 'Wisely', 'Bookman']","[None, 'Kanda', 'Lee', 'Walker', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['Male', 'Male', 'Female', 'Male', None, None, None, None, 'Female', None, None, 'Male', None, None, None, None, None, None, None, None, None, None, None, None, None]"
30025,Hagane no Renkinjutsushi,Fullmetal Alchemist,FINISHED,MANGA,116,27,"[1291, 456, 34, 103, 391, 111, 85, 82, 56, 95, 1310, 105, 639, 66, 1219, 466, 29, 774, 157, 164, 94, 25, 1045, 10, 122, 779, 931]","['Alchemy', 'Conspiracy', 'Military', 'Politics', 'Philosophy', 'War', 'Tragedy', 'Male Protagonist', 'Shounen', 'Steampunk', 'Travel', 'Ensemble Cast', 'Body Horror', 'Super Power', 'Disability', 'Lost Civilization', 'Magic', 'Chimera', 'Guns', 'Tsundere', 'Gore', 'Historical', 'Heterosexual', 'Cars', 'Trains', 'Kuudere', 'Tomboy']","['Edward', 'Alphonse', 'Sheska', 'Bido', 'Greed', 'Garfiel', 'Miles', 'Barry the Chopper', 'Bard', 'Grumman', 'Hakuro', 'Martel', 'Shifu', 'Lust', 'Raven', 'Scar', 'Scar Ani', 'Yoki', 'Envy', 'Neil', 'Flask no Homunculus', 'Knox', 'Jerso', 'Paninya', 'Charlie']","['Elric', 'Elric', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['Male', 'Male', None, None, None, None, None, 'Male', None, 'Male', 'Male', 'Female', 'Male', 'Female', 'Male', 'Male', 'Male', None, 'Non-binary', None, 'Male', 'Male', 'Male', None, 'Male']"
30026,HUNTER×HUNTER,Hunter x Hunter,RELEASING,MANGA,,,"[56, 66, 326, 105, 391, 88, 82, 1310, 252, 104, 648, 774, 85, 322, 321, 101, 103, 102, 615, 106, 30, 94, 305, 456, 466, 308, 178, 107, 433, 483, 15, 1165, 96, 240, 870, 77, 291, 622]","['Shounen', 'Super Power', 'Cultivation', 'Ensemble Cast', 'Philosophy', 'Primarily Male Cast', 'Male Protagonist', 'Travel', 'Revenge', 'Anti-Hero', 'Crime', 'Chimera', 'Tragedy', 'Assassins', 'Urban Fantasy', 'Battle Royale', 'Politics', 'Coming of Age', 'Death Game', 'Gangs', 'Martial Arts', 'Gore', 'Ships', 'Conspiracy', 'Lost Civilization', 'Video Games', 'Card Battle', 'Mafia', 'Animals', 'LGBTQ+ Themes', 'Demons', 'Transgender', 'Time Manipulation', 'Amnesia', 'Cannibalism', 'Gender Bending', 'Samurai', 'Asexual']","['Hisoka', 'Kurapika', 'Gon', 'Leorio', 'Killua', 'Feitan', 'Canary', 'Latarza', 'Binolt', 'Leroute', 'Lippo', 'Reina', 'Baise', 'Eliza', 'Satotz', 'Shizuku', 'Senchou', 'Knov', 'Goreinu', 'Piyon', 'Umori', 'Riehlvelt', 'Togari', 'Koala', 'Bonolenov']","['Morow', None, 'Freecss', 'Paradinight', 'Zoldyck', 'Portor', None, None, None, None, None, None, None, None, None, 'Murasaki', None, None, None, None, None, None, None, None, 'Ndongo']","['Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Female', None, None, None, None, None, None, None, None, None, 'Male', None, None, None, None, None, None, 'Male', None]"
30027,X,X,RELEASING,MANGA,,,"[53, 321, 391, 1091, 82, 66, 105, 208, 536, 94, 85, 29, 104, 108, 342, 1277]","['Shoujo', 'Urban Fantasy', 'Philosophy', 'Religion', 'Male Protagonist', 'Super Power', 'Ensemble Cast', 'Mythology', 'Dissociative Identities', 'Gore', 'Tragedy', 'Magic', 'Anti-Hero', 'Cyberpunk', 'Environmental', 'Found Family']","['Fuuma', 'Kamui', 'Inuki', 'Nataku', 'Hinoto', 'Kanoe', 'Seiichiro', 'Sorata', 'Akira', 'Nokoru', 'Karen', 'Yuto', 'Arashi', 'Kakyo', 'Tokiko', 'Kotori', 'Yuzuriha', 'Daisuke', 'Seishirou', 'Setsuka', 'Tooru', 'Kusanagi', 'Subaru', 'Hokuto', 'Suou']","['Monou', 'Shirou', None, None, None, None, 'Aoki', 'Arisugawa', 'Ijuuin', 'Imonoyama', 'Kasumi', 'Kigai', 'Kishu', 'Kuzuki', 'Magami', 'Monou', 'Nekoi', 'Saiki', 'Sakurazuka', 'Sakurazuka', 'Shirou', 'Shiyu', 'Sumeragi', 'Sumeragi', 'Takamura']","['Male', 'Male', None, None, None, None, None, 'Male', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Female', None]"
30028,NANA,Nana,RELEASING,MANGA,,,"[53, 98, 110, 109, 85, 124, 391, 153, 483, 139, 294, 155, 100, 489, 156, 1277, 138, 117]","['Shoujo', 'Female Protagonist', 'Band', 'Primarily Adult Cast', 'Tragedy', 'Netorare', 'Philosophy', 'Time Skip', 'LGBTQ+ Themes', 'Love Triangle', 'Bisexual', 'Rape', 'Nudity', 'Drugs', 'Achronological Order', 'Found Family', 'Age Gap', 'Mahjong']","['Nana', 'Nana', 'Shion', 'Shouji', 'Naoki', 'Ren', 'Takumi', 'Satsuki', 'Ryoko', 'Sachiko', 'Natsuko', 'Asami', '', 'Shinichi', 'Junko', 'Layla', 'Miu', 'Ginpei', 'Yasushi', 'Kyousuke', 'Nobuo', 'Mai', 'Nami', 'Nao', 'Ren']","['Komatsu', 'Oosaki', None, 'Endou', 'Fujieda', 'Honjou', 'Ichinose', 'Ichinose', 'Kashiwagi', 'Kawamura', 'Komatsu', 'Matsumoto', 'Matsuo', 'Okazaki', 'Saotome', 'Serizawa', 'Shinoda', 'Shiroboshi', 'Takagi', 'Takakura', 'Terashima', 'Tsuzuki', 'Komatsu', 'Komatsu', 'Ichinose']","['Female', 'Female', None, 'Male', None, 'Male', 'Male', None, None, 'Female', None, None, None, 'Male', None, 'Female', 'Female', None, 'Male', None, 'Male', None, 'Female', 'Female', 'Male']"
30029,Paradise Kiss,Paradise Kiss,FINISHED,MANGA,48,5,"[27, 410, 102, 98, 46, 144, 1045, 483, 294, 139, 1165, 105, 153, 100]","['Josei', 'Fashion', 'Coming of Age', 'Female Protagonist', 'School', 'Meta', 'Heterosexual', 'LGBTQ+ Themes', 'Bisexual', 'Love Triangle', 'Transgender', 'Ensemble Cast', 'Time Skip', 'Nudity']","['Yukari', 'George', 'Arashi', 'Miwako', 'Isabella', 'Kaori', 'Seiji', 'Mikako', 'Hiroyuki', 'Alice', 'Tsutomu', 'Yasuko', 'Kozue', 'Taku', 'Sebastian', 'Yukino']","['Hayasaka', 'Koizumi', 'Nagase', 'Sakurada', 'Yamamoto', 'Aso', 'Kisaragi', 'Kouda', 'Tokumori', 'Yamaguchi', 'Yamaguchi', 'Hayasaka', 'Shimamoto', 'Hayasaka', None, 'Koizumi']","['Female', 'Male', 'Male', 'Female', 'Female', 'Female', 'Male', 'Female', 'Male', 'Female', 'Male', 'Female', None, 'Male', 'Male', 'Female']"
30030,Ouran Koukou Host Club,Ouran High School Host Club,FINISHED,MANGA,97,18,"[123, 84, 53, 46, 98, 186, 77, 83, 1361, 105, 1228, 494, 483, 334, 144, 139, 102, 931, 39, 1063, 1045, 328, 324, 164, 356, 128, 294]","['Male Harem', 'School Club', 'Shoujo', 'School', 'Female Protagonist', 'Crossdressing', 'Gender Bending', 'Slapstick', 'Mixed Gender Harem', 'Ensemble Cast', 'Primarily Teen Cast', 'Twins', 'LGBTQ+ Themes', 'Agender', 'Meta', 'Love Triangle', 'Coming of Age', 'Tomboy', 'Parody', 'Cute Boys Doing Cute Things', 'Heterosexual', 'Cosplay', 'Chibi', 'Tsundere', 'Gyaru', 'Incest', 'Bisexual']","['Haruhi', 'Mitsukuni', 'Kaoru', 'Hikaru', 'Takashi', 'Kyouya', 'Tamaki', 'Dr. Alleman', 'Kuretake', 'Arai', 'Yabu', 'Benio', 'Ryouji', 'Anne-Sophie', 'Yorihisa', 'Yasuchika', 'Kazuha', 'Yuzuha', 'Father', 'Renge', 'Hina', 'Reiko', 'Megumi', 'Ritsu', 'Kanako']","['Fujioka', 'Haninozuka', 'Hitachiin', 'Hitachiin', 'Morinozuka', 'Ootori', 'Suou', None, None, None, None, 'Amakusa', 'Fujioka', 'Grantaine', 'Haninozuka', 'Haninozuka', 'Hitachiin', 'Hitachiin', 'Hitachiin', 'Houshakuji', 'Kamishiro', 'Kanazuki', 'Kanoya', 'Kasanoda', 'Kasugasaki']","['Female', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
